VJWCWYC2VN,receiver_1,MRY
GVH20871NNE15015L,fgsn,*

USN,KEYNAME,KEYVALUE
VW0C2FWFVY,back_nvm_barcode1,*
back_nvm_barcode1*,back_nvm_barcode,GCF2052EYPX17RQUK
VW0C2FWFVY,mlbsn,C07215600GL1JRQ3
VW0C2FWFVY,config_code,0016LT
VW0C2FWFVY,regulatory_num,A2649
VW0C2FWFVY,flex_8,*
flex_8*,coil_sn,
VW0C2FWFVY,mpn,993-84957
VW0C2FWFVY,region_code,CH/A
VW0C2FWFVY,battery_sn,FG9209700PN1Q1T19
VW0C2FWFVY,lcm_sn,G9N2092EK9D15023J+E1FY2
VW0C2FWFVY,pearl_sn,*
pearl_sn*,juliet_sn,HNQ211302HU15F7E3
pearl_sn*,front_nvm_barcode,F0W211307XU1CYF6A
VW0C2FWFVY,nandid::0x0000E47603983E98,Toshiba
VW0C2FWFVY,wifivendor::u,USI;MoPED=0x8D7E8842801EC049B9416AC875D86FB285D6F33F
C07215600GL1JRQ3,nandid::0x0000E47603983E98,Toshiba
C07215600GL1JRQ3,fgsn,VW0C2FWFVY
VW0C2FWFVY,alert_sn,GH9204721C81FVD3T
VW0C2FWFVY,clrc,A
VW0C2FWFVY,receiver_1,AAC
G9N2092EK9D15023J,fgsn,*

USN,KEYNAME,KEYVALUE
W9Y29FNV2P,back_nvm_barcode1,*
back_nvm_barcode1*,back_nvm_barcode,GCF20522KNG17RQUJ
W9Y29FNV2P,mlbsn,C072156006A1JRQ3
W9Y29FNV2P,config_code,0016LT
W9Y29FNV2P,regulatory_num,A2649
W9Y29FNV2P,flex_8,*
flex_8*,coil_sn,
W9Y29FNV2P,mpn,993-84956
W9Y29FNV2P,region_code,CH/A
W9Y29FNV2P,battery_sn,F8Y208700MC1Q1N3U
W9Y29FNV2P,lcm_sn,G9N2094E7R915023J+E1FY2
W9Y29FNV2P,pearl_sn,*
pearl_sn*,juliet_sn,HNQ2113026E15F7EG
pearl_sn*,front_nvm_barcode,F0W2113010T1CYF68
W9Y29FNV2P,nandid::0x0000E47603983E98,Toshiba
W9Y29FNV2P,wifivendor::u,USI;MoPED=0xE6C564ADB56E98F3691818E830D0252915BB8E90
C072156006A1JRQ3,nandid::0x0000E47603983E98,Toshiba
C072156006A1JRQ3,fgsn,W9Y29FNV2P
W9Y29FNV2P,alert_sn,GH9204622RX1FVD3Z
W9Y29FNV2P,clrc,A
W9Y29FNV2P,receiver_1,AAC
G9N2094E7R915023J,fgsn,*

USN,KEYNAME,KEYVALUE
WD6LM7KC2C,back_nvm_barcode1,*
back_nvm_barcode1*,back_nvm_barcode,GCF205295VZ17RQU7
WD6LM7KC2C,mlbsn,C07214500131J184
WD6LM7KC2C,config_code,0016LT
WD6LM7KC2C,regulatory_num,A2649
WD6LM7KC2C,flex_8,*
flex_8*,coil_sn,
WD6LM7KC2C,mpn,993-84884
WD6LM7KC2C,region_code,LL/A
WD6LM7KC2C,battery_sn,F8Y2124000H1Q1P33
WD6LM7KC2C,lcm_sn,GVC20862VRW150311+E1VE1
WD6LM7KC2C,pearl_sn,*
pearl_sn*,juliet_sn,HNQ2113029T15F7EU
pearl_sn*,front_nvm_barcode,F0W211305V91CYF63
WD6LM7KC2C,nandid::0x0000E47603983E45,Sandisk
WD6LM7KC2C,wifivendor::u,USI;MoPED=0x0AA9D99F5F85FB25C5F1F60BAE81971FA857FF00
C07214500131J184,nandid::0x0000E47603983E45,Sandisk
C07214500131J184,fgsn,WD6LM7KC2C
WD6LM7KC2C,alert_sn,FTN209121TZ1FVC39
WD6LM7KC2C,clrc,A
WD6LM7KC2C,receiver_1,AAC
GVC20862VRW150311,fgsn,*

USN,KEYNAME,KEYVALUE
WKM77H4HCG,back_nvm_barcode1,*
back_nvm_barcode1*,back_nvm_barcode,GCF2053CKZ917RQUV
WKM77H4HCG,mlbsn,C072147002V1JRQ3
WKM77H4HCG,config_code,0016LT
WKM77H4HCG,regulatory_num,A2649
WKM77H4HCG,flex_8,*
flex_8*,coil_sn,
WKM77H4HCG,mpn,993-84956
WKM77H4HCG,region_code,CH/A
WKM77H4HCG,battery_sn,FG92096000W1Q1T13
WKM77H4HCG,lcm_sn,G9N2094EEEU15023R+E1FY2
WKM77H4HCG,pearl_sn,*
pearl_sn*,juliet_sn,HNQ211301WB15F7EG
pearl_sn*,front_nvm_barcode,F0W211302HZ1CYF6J
WKM77H4HCG,nandid::0x0000E47603983E98,Toshiba
WKM77H4HCG,wifivendor::u,USI;MoPED=0xE7C6EAC34FCAF1E0AEE3557B48044494E55A6942
C072147002V1JRQ3,nandid::0x0000E47603983E98,Toshiba
C072147002V1JRQ3,fgsn,WKM77H4HCG
WKM77H4HCG,alert_sn,GH9204720LY1FVD3E
WKM77H4HCG,clrc,A
WKM77H4HCG,receiver_1,AAC
G9N2094EEEU15023R,fgsn,*

USN,KEYNAME,KEYVALUE
HG3PQ0C3QJ,back_nvm_barcode1,*
back_nvm_barcode1*,back_nvm_barcode,GCF2054A3EH17RQUX
HG3PQ0C3QJ,mlbsn,C072147002Z1JRQ3
HG3PQ0C3QJ,config_code,0016LT
HG3PQ0C3QJ,regulatory_num,A2649
HG3PQ0C3QJ,flex_8,*
flex_8*,coil_sn,
HG3PQ0C3QJ,mpn,[0;31mNot Found![m
HG3PQ0C3QJ,region_code,[0;31mNot Found![m
HG3PQ0C3QJ,battery_sn,FG9212500WW1Q1R14
HG3PQ0C3QJ,lcm_sn,G9N2092EP6W150236+E1FY2
HG3PQ0C3QJ,pearl_sn,*
pearl_sn*,juliet_sn,HNQ211302GV15F7E5
pearl_sn*,front_nvm_barcode,F0W211304B41CYF6V
HG3PQ0C3QJ,nandid::0x0000E47603983E98,Toshiba
HG3PQ0C3QJ,wifivendor::u,Error**
C072147002Z1JRQ3,nandid::0x0000E47603983E98,Toshiba
C072147002Z1JRQ3,fgsn,HG3PQ0C3QJ
HG3PQ0C3QJ,alert_sn,GH9209720321FVD3C
HG3PQ0C3QJ,clrc,A
HG3PQ0C3QJ,receiver_1,Error**
G9N2092EP6W150236,fgsn,*

USN,KEYNAME,KEYVALUE
C02X6G99T3,back_nvm_barcode1,*
back_nvm_barcode1*,back_nvm_barcode,GCF20522CSS17RQU3
C02X6G99T3,mlbsn,C072145000T1J184
C02X6G99T3,config_code,0016LT
C02X6G99T3,regulatory_num,A2649
C02X6G99T3,flex_8,*
flex_8*,coil_sn,
C02X6G99T3,mpn,993-84884
C02X6G99T3,region_code,LL/A
C02X6G99T3,battery_sn,F8Y208701G61Q1N3E
C02X6G99T3,lcm_sn,G9N2102EPR2150233+E1FZ2
C02X6G99T3,pearl_sn,*
pearl_sn*,juliet_sn,HNQ211302AY15F7EL
pearl_sn*,front_nvm_barcode,F0W211302LG1CYF6S
C02X6G99T3,nandid::0x0000E47603983E45,Sandisk
C02X6G99T3,wifivendor::u,USI;MoPED=0xE8A052516B67328170A598995436C89F783B097D
C072145000T1J184,nandid::0x0000E47603983E45,Sandisk
C072145000T1J184,fgsn,C02X6G99T3
C02X6G99T3,alert_sn,GH92047213F1FVD3D
C02X6G99T3,clrc,A
C02X6G99T3,receiver_1,AAC
G9N2102EPR2150233,fgsn,*

